ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1904951,positive regulation of establishment of protein localization,Jun-90,325/18614,0.004934066,0.014713839,0.007205659,2064/999/55294/5295/208/3265,6
GO:0019318,hexose metabolic process,May-90,228/18614,0.004989651,0.014801349,0.007248515,7157/5290/207/208/6794,5
GO:0001832,blastocyst growth,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,675/79728,2
GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",Feb-90,22/18614,0.005014869,0.014801349,0.007248515,865/861,2
GO:0045061,thymic T cell selection,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,2625/6794,2
GO:0048485,sympathetic nervous system development,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,2625/4763,2
GO:0060444,branching involved in mammary gland duct morphogenesis,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,6926/2099,2
GO:0060713,labyrinthine layer morphogenesis,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,2263/677,2
GO:0061318,renal filtration cell differentiation,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,4853/171023,2
GO:0072111,cell proliferation involved in kidney development,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,4609/2625,2
GO:0072112,podocyte differentiation,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,4853/171023,2
GO:1902894,negative regulation of miRNA transcription,Feb-90,22/18614,0.005014869,0.014801349,0.007248515,9611/2099,2
GO:0002287,alpha-beta T cell activation involved in immune response,Mar-90,72/18614,0.005124633,0.015041132,0.007365941,2625/27086/4221,3
GO:0002293,alpha-beta T cell differentiation involved in immune response,Mar-90,72/18614,0.005124633,0.015041132,0.007365941,2625/27086/4221,3
GO:0014743,regulation of muscle hypertrophy,Mar-90,72/18614,0.005124633,0.015041132,0.007365941,27086/4089/4851,3
GO:0046635,positive regulation of alpha-beta T cell activation,Mar-90,72/18614,0.005124633,0.015041132,0.007365941,865/861/387,3
GO:0060260,regulation of transcription initiation by RNA polymerase II,Mar-90,72/18614,0.005124633,0.015041132,0.007365941,7157/2099/9439,3
GO:1904888,cranial skeletal system development,Mar-90,72/18614,0.005124633,0.015041132,0.007365941,29072/5156/2263,3
GO:0048588,developmental cell growth,May-90,231/18614,0.005270139,0.015453866,0.007568065,6416/999/27086/8239/6794,5
GO:0022412,cellular process involved in reproduction in multicellular organism,Jul-90,438/18614,0.005321128,0.015573727,0.007626764,207/675/1788/472/4292/4436/639,7
GO:0042246,tissue regeneration,Mar-90,73/18614,0.005325782,0.015573727,0.007626764,861/1027/4851,3
GO:0060415,muscle tissue morphogenesis,Mar-90,73/18614,0.005325782,0.015573727,0.007626764,2263/4089/4851,3
GO:0051783,regulation of nuclear division,Apr-90,145/18614,0.00537799,0.015711875,0.007694418,5925/472/324/701,4
GO:0062012,regulation of small molecule metabolic process,Jun-90,331/18614,0.005386309,0.015721661,0.00769921,7157/207/9611/208/672/6794,6
GO:2001234,negative regulation of apoptotic signaling pathway,May-90,233/18614,0.005463234,0.015864293,0.00776906,5925/207/4193/672/7494,5
GO:0003177,pulmonary valve development,Feb-90,23/18614,0.005475287,0.015864293,0.00776906,4853/4851,2
GO:0003283,atrial septum development,Feb-90,23/18614,0.005475287,0.015864293,0.00776906,4193/4853,2
GO:0032891,negative regulation of organic acid transport,Feb-90,23/18614,0.005475287,0.015864293,0.00776906,207/208,2
GO:0038095,Fc-epsilon receptor signaling pathway,Feb-90,23/18614,0.005475287,0.015864293,0.00776906,4214/6416,2
GO:0072311,glomerular epithelial cell differentiation,Feb-90,23/18614,0.005475287,0.015864293,0.00776906,4853/171023,2
GO:2000178,negative regulation of neural precursor cell proliferation,Feb-90,23/18614,0.005475287,0.015864293,0.00776906,7157/4763,2
GO:2000629,negative regulation of miRNA metabolic process,Feb-90,23/18614,0.005475287,0.015864293,0.00776906,9611/2099,2
GO:0007224,smoothened signaling pathway,Apr-90,146/18614,0.00550939,0.015948498,0.007810297,5925/3169/1387/2263,4
GO:0051145,smooth muscle cell differentiation,Mar-90,74/18614,0.005531625,0.015983619,0.007827496,6926/2263/4851,3
GO:2000573,positive regulation of DNA biosynthetic process,Mar-90,74/18614,0.005531625,0.015983619,0.007827496,4609/545/472,3
GO:0016358,dendrite development,May-90,234/18614,0.005561637,0.016055675,0.007862783,5728/387/1523/6794/80243,5
GO:0045667,regulation of osteoblast differentiation,Apr-90,147/18614,0.005642921,0.01627548,0.007970426,1021/2263/4851/4221,4
GO:0030968,endoplasmic reticulum unfolded protein response,Mar-90,75/18614,0.005742194,0.016471716,0.008066527,595/5295/7494,3
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,Mar-90,75/18614,0.005742194,0.016471716,0.008066527,55294/1956/868,3
GO:0042698,ovulation cycle,Mar-90,75/18614,0.005742194,0.016471716,0.008066527,3480/2099/5156,3
GO:0046323,glucose import,Mar-90,75/18614,0.005742194,0.016471716,0.008066527,207/5295/208,3
GO:0048662,negative regulation of smooth muscle cell proliferation,Mar-90,75/18614,0.005742194,0.016471716,0.008066527,5728/387/1027,3
GO:0072078,nephron tubule morphogenesis,Mar-90,75/18614,0.005742194,0.016471716,0.008066527,4609/2625/4089,3
GO:0002053,positive regulation of mesenchymal cell proliferation,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,4609/2263,2
GO:0002320,lymphoid progenitor cell differentiation,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,2625/4851,2
GO:0003323,type B pancreatic cell development,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,207/1021,2
GO:0030539,male genitalia development,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,6926/5156,2
GO:0044030,regulation of DNA methylation,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,4609/672,2
GO:0060571,morphogenesis of an epithelial fold,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,1956/2263,2
GO:0140747,regulation of ncRNA transcription,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,546/6597,2
GO:1900543,negative regulation of purine nucleotide metabolic process,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,7157/9611,2
GO:2001026,regulation of endothelial cell chemotaxis,Feb-90,24/18614,0.005954354,0.016935835,0.008293815,2260/4851,2
GO:0002637,regulation of immunoglobulin production,Mar-90,76/18614,0.005957517,0.016935835,0.008293815,7494/4292/4436,3
GO:0003407,neural retina development,Mar-90,77/18614,0.006177622,0.01753004,0.008584809,4851/6597/639,3
GO:0072088,nephron epithelium morphogenesis,Mar-90,77/18614,0.006177622,0.01753004,0.008584809,4609/2625/4089,3
GO:0045834,positive regulation of lipid metabolic process,Apr-90,151/18614,0.006198667,0.017574,0.008606337,207/3480/208/5156,4
GO:0042445,hormone metabolic process,May-90,241/18614,0.00628588,0.017805303,0.008719611,2625/3480/2099/3169/5156,5
GO:0003012,muscle system process,Jul-90,452/18614,0.006292424,0.017807899,0.008720882,5290/6416/6926/27086/387/4089/4851,7
GO:0007612,learning,Apr-90,152/18614,0.006343084,0.017919212,0.008775394,4763/3845/673/23152,4
GO:0034614,cellular response to reactive oxygen species,Apr-90,152/18614,0.006343084,0.017919212,0.008775394,207/1956/27086/5156,4
GO:0002437,inflammatory response to antigenic stimulus,Mar-90,78/18614,0.006402535,0.018033359,0.008831294,2625/4853/4851,3
GO:0003148,outflow tract septum morphogenesis,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,2263/4089,2
GO:0010226,response to lithium ion,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,999/1027,2
GO:0045649,regulation of macrophage differentiation,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,5925/841,2
GO:0045662,negative regulation of myoblast differentiation,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,6926/4851,2
GO:0045980,negative regulation of nucleotide metabolic process,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,7157/9611,2
GO:0060706,cell differentiation involved in embryonic placenta development,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,841/639,2
GO:0099633,protein localization to postsynaptic specialization membrane,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,2064/3265,2
GO:0099645,neurotransmitter receptor localization to postsynaptic specialization membrane,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,2064/3265,2
GO:2000001,regulation of DNA damage checkpoint,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,675/672,2
GO:2000209,regulation of anoikis,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,5290/4851,2
GO:2000679,positive regulation of transcription regulatory region DNA binding,Feb-90,25/18614,0.006451885,0.018033359,0.008831294,2625/5925,2
GO:0006352,DNA-templated transcription initiation,Apr-90,153/18614,0.006489722,0.018107126,0.008867419,7157/2099/9439/6597,4
GO:0007292,female gamete generation,Apr-90,153/18614,0.006489722,0.018107126,0.008867419,675/8239/472/4292,4
GO:0045913,positive regulation of carbohydrate metabolic process,Mar-90,79/18614,0.006632284,0.018441192,0.009031018,207/208/6794,3
GO:0061333,renal tubule morphogenesis,Mar-90,79/18614,0.006632284,0.018441192,0.009031018,4609/2625/4089,3
GO:1903201,regulation of oxidative stress-induced cell death,Mar-90,79/18614,0.006632284,0.018441192,0.009031018,207/55294/27086,3
GO:0035148,tube formation,Apr-90,154/18614,0.006638596,0.018441192,0.009031018,2625/29072/2263/4851,4
GO:0046488,phosphatidylinositol metabolic process,Apr-90,154/18614,0.006638596,0.018441192,0.009031018,5290/5728/5295/472,4
GO:0030010,establishment of cell polarity,Apr-90,155/18614,0.006789721,0.01881145,0.009212341,2625/3480/387/6794,4
GO:0050770,regulation of axonogenesis,Apr-90,155/18614,0.006789721,0.01881145,0.009212341,5728/999/6794/673,4
GO:0060041,retina development in camera-type eye,Apr-90,155/18614,0.006789721,0.01881145,0.009212341,5156/4851/6597/639,4
GO:0070661,leukocyte proliferation,Jun-90,348/18614,0.006832861,0.018876499,0.009244197,7157/2064/896/4763/472/868,6
GO:0002292,T cell differentiation involved in immune response,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,2625/27086/4221,3
GO:0048644,muscle organ morphogenesis,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,2263/4089/4851,3
GO:0048844,artery morphogenesis,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,4763/4851/639,3
GO:0051865,protein autoubiquitination,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,4193/675/672,3
GO:0070227,lymphocyte apoptotic process,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,7157/207/27086,3
GO:0072028,nephron morphogenesis,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,4609/2625/4089,3
GO:0090049,regulation of cell migration involved in sprouting angiogenesis,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,55294/387/4851,3
GO:2000142,regulation of DNA-templated transcription initiation,Mar-90,80/18614,0.006866893,0.018876499,0.009244197,7157/2099/9439,3
GO:0008643,carbohydrate transport,Apr-90,156/18614,0.00694311,0.019037803,0.009323191,207/5295/208/673,4
GO:0072010,glomerular epithelium development,Feb-90,26/18614,0.006967692,0.019037803,0.009323191,4853/171023,2
GO:1903306,negative regulation of regulated secretory pathway,Feb-90,26/18614,0.006967692,0.019037803,0.009323191,4851/673,2
GO:1904262,negative regulation of TORC1 signaling,Feb-90,26/18614,0.006967692,0.019037803,0.009323191,472/6794,2
GO:1904353,regulation of telomere capping,Feb-90,26/18614,0.006967692,0.019037803,0.009323191,472/2072,2
GO:2000647,negative regulation of stem cell proliferation,Feb-90,26/18614,0.006967692,0.019037803,0.009323191,7157/4763,2
GO:2000773,negative regulation of cellular senescence,Feb-90,26/18614,0.006967692,0.019037803,0.009323191,5728/1021,2
GO:0007043,cell-cell junction assembly,Apr-90,157/18614,0.007098778,0.019333289,0.009467896,80139/999/387/324,4
GO:0048592,eye morphogenesis,Apr-90,157/18614,0.007098778,0.019333289,0.009467896,4763/4853/4851/639,4
GO:0010833,telomere maintenance via telomere lengthening,Mar-90,81/18614,0.007106389,0.019333289,0.009467896,545/472/2072,3
GO:0014855,striated muscle cell proliferation,Mar-90,81/18614,0.007106389,0.019333289,0.009467896,861/2263/4851,3
GO:0031016,pancreas development,Mar-90,81/18614,0.007106389,0.019333289,0.009467896,207/1021/4221,3
GO:0045017,glycerolipid biosynthetic process,May-90,250/18614,0.007311494,0.019874198,0.00973279,5290/5728/55294/5295/472,5
GO:0061097,regulation of protein tyrosine kinase activity,Mar-90,82/18614,0.007350795,0.019946756,0.009768323,55294/2065/868,3
GO:1901184,regulation of ERBB signaling pathway,Mar-90,82/18614,0.007350795,0.019946756,0.009768323,55294/1956/868,3
GO:0050808,synapse organization,Jul-90,466/18614,0.00739077,0.020038044,0.009813028,5728/2064/999/207/3480/4763/387,7
GO:0001835,blastocyst hatching,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,54880/84295,2
GO:0009651,response to salt stress,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,7157/677,2
GO:0035188,hatching,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,54880/84295,2
GO:0046639,negative regulation of alpha-beta T cell differentiation,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,865/861,2
GO:0071684,organism emergence from protective structure,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,54880/84295,2
GO:1904666,regulation of ubiquitin protein ligase activity,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,5728/1027,2
GO:1904753,negative regulation of vascular associated smooth muscle cell migration,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,4763/387,2
GO:2000737,negative regulation of stem cell differentiation,Feb-90,27/18614,0.007501591,0.02020003,0.009892356,6926/4851,2
GO:0050871,positive regulation of B cell activation,Mar-90,83/18614,0.007600136,0.020447985,0.010013784,7494/4292/4436,3
GO:0061515,myeloid cell development,Mar-90,84/18614,0.007854433,0.021114212,0.010340049,55294/4853/27086,3
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,May-90,255/18614,0.007929182,0.021297056,0.010429592,7157/55294/1956/2065/868,5
GO:0003401,axis elongation,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,2099/2263,2
GO:0033522,histone H2A ubiquitination,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,675/672,2
GO:0035116,embryonic hindlimb morphogenesis,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,6926/4851,2
GO:0036037,"CD8-positive, alpha-beta T cell activation",Feb-90,28/18614,0.008053401,0.021421997,0.010490777,865/861,2
GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,1956/868,2
GO:0045686,negative regulation of glial cell differentiation,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,4763/4851,2
GO:0045830,positive regulation of isotype switching,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,4292/4436,2
GO:0048679,regulation of axon regeneration,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,3480/673,2
GO:0060479,lung cell differentiation,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,3845/3169,2
GO:0060487,lung epithelial cell differentiation,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,3845/3169,2
GO:1903055,positive regulation of extracellular matrix organization,Feb-90,28/18614,0.008053401,0.021421997,0.010490777,5925/861,2
GO:0005996,monosaccharide metabolic process,May-90,256/18614,0.008056946,0.021421997,0.010490777,7157/5290/207/208/6794,5
GO:0051236,establishment of RNA localization,Apr-90,163/18614,0.008081425,0.021469043,0.010513817,29072/545/472/677,4
GO:0050878,regulation of body fluid levels,Jun-90,361/18614,0.008115813,0.021542308,0.010549697,5290/595/7494/5156/2778/4778,6
GO:0030307,positive regulation of cell growth,Apr-90,164/18614,0.008253434,0.021889242,0.010719597,2064/207/1956/387,4
GO:0031667,response to nutrient levels,Jul-90,477/18614,0.00834911,0.022124442,0.010834779,7157/595/207/1030/3480/1788/7494,7
GO:0008306,associative learning,Mar-90,86/18614,0.008377988,0.022126839,0.010835953,4763/3845/673,3
GO:0008543,fibroblast growth factor receptor signaling pathway,Mar-90,86/18614,0.008377988,0.022126839,0.010835953,2260/2625/2263,3
GO:0021766,hippocampus development,Mar-90,86/18614,0.008377988,0.022126839,0.010835953,5728/3480/1021,3
GO:0034103,regulation of tissue remodeling,Mar-90,86/18614,0.008377988,0.022126839,0.010835953,7157/4763/861,3
GO:0003209,cardiac atrium morphogenesis,Feb-90,29/18614,0.008622938,0.022697983,0.011115654,4853/4851,2
GO:0010592,positive regulation of lamellipodium assembly,Feb-90,29/18614,0.008622938,0.022697983,0.011115654,5290/5295,2
GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,Feb-90,29/18614,0.008622938,0.022697983,0.011115654,207/55294,2
GO:1904385,cellular response to angiotensin,Feb-90,29/18614,0.008622938,0.022697983,0.011115654,57492/3480,2
GO:0010507,negative regulation of autophagy,Mar-90,87/18614,0.008647287,0.022724267,0.011128525,7157/5290/207,3
GO:0097194,execution phase of apoptosis,Mar-90,87/18614,0.008647287,0.022724267,0.011128525,7157/207/841,3
GO:1902904,negative regulation of supramolecular fiber organization,Apr-90,167/18614,0.008783844,0.023063968,0.011294883,5290/5295/4089/324,4
GO:0051051,negative regulation of transport,Jul-90,483/18614,0.008909044,0.023367578,0.011443567,5728/207/4763/208/2065/4851/673,7
GO:0033273,response to vitamin,Mar-90,88/18614,0.008921629,0.023367578,0.011443567,595/3480/1788,3
GO:0050672,negative regulation of lymphocyte proliferation,Mar-90,88/18614,0.008921629,0.023367578,0.011443567,2064/472/868,3
GO:0001894,tissue homeostasis,May-90,263/18614,0.008991684,0.023512139,0.011514362,5925/4763/3845/4851/6794,5
GO:0060249,anatomical structure homeostasis,May-90,263/18614,0.008991684,0.023512139,0.011514362,5925/4763/3845/4851/6794,5
GO:0007568,aging,Apr-90,169/18614,0.009149566,0.023905224,0.011706863,1030/3480/1788/4089,4
GO:0006112,energy reserve metabolic process,Mar-90,89/18614,0.009201032,0.023905261,0.011706881,4609/207/208,3
GO:0032945,negative regulation of mononuclear cell proliferation,Mar-90,89/18614,0.009201032,0.023905261,0.011706881,2064/472/868,3
GO:0005979,regulation of glycogen biosynthetic process,Feb-90,30/18614,0.009210023,0.023905261,0.011706881,207/208,2
GO:0007176,regulation of epidermal growth factor-activated receptor activity,Feb-90,30/18614,0.009210023,0.023905261,0.011706881,55294/868,2
GO:0010962,regulation of glucan biosynthetic process,Feb-90,30/18614,0.009210023,0.023905261,0.011706881,207/208,2
GO:0060045,positive regulation of cardiac muscle cell proliferation,Feb-90,30/18614,0.009210023,0.023905261,0.011706881,2263/4851,2
GO:0070168,negative regulation of biomineral tissue development,Feb-90,30/18614,0.009210023,0.023905261,0.011706881,54880/4851,2
GO:1900101,regulation of endoplasmic reticulum unfolded protein response,Feb-90,30/18614,0.009210023,0.023905261,0.011706881,5295/7494,2
GO:1902905,positive regulation of supramolecular fiber organization,Apr-90,171/18614,0.0095251,0.024702799,0.012097452,5925/387/1027/673,4
GO:0008544,epidermis development,Jun-90,375/18614,0.009682841,0.025091325,0.01228772,4763/1956/2263/4089/4851/677,6
GO:0006402,mRNA catabolic process,May-90,268/18614,0.009703638,0.02512464,0.012304035,207/472/4292/677/4849,5
GO:0003298,physiological muscle hypertrophy,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,6416/27086,2
GO:0003301,physiological cardiac muscle hypertrophy,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,6416/27086,2
GO:0010390,histone monoubiquitination,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,675/672,2
GO:0010464,regulation of mesenchymal cell proliferation,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,4609/2263,2
GO:0035767,endothelial cell chemotaxis,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,2260/4851,2
GO:0048873,homeostasis of number of cells within a tissue,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,3845/4851,2
GO:0060674,placenta blood vessel development,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,207/4853,2
GO:0061049,cell growth involved in cardiac muscle cell development,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,6416/27086,2
GO:0061311,cell surface receptor signaling pathway involved in heart development,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,4853/4851,2
GO:0070570,regulation of neuron projection regeneration,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,3480/673,2
GO:0071276,cellular response to cadmium ion,Feb-90,31/18614,0.009814476,0.025184917,0.012333554,207/1956,2
GO:0045666,positive regulation of neuron differentiation,Mar-90,92/18614,0.010069799,0.025819161,0.012644157,2260/3169/387,3
GO:0030178,negative regulation of Wnt signaling pathway,Apr-90,174/18614,0.010107015,0.025893601,0.012680611,8312/4851/324/6794,4
GO:0051091,positive regulation of DNA-binding transcription factor activity,May-90,271/18614,0.010148979,0.025959071,0.012712673,5728/207/2099/3169/6597,5
GO:0090150,establishment of protein localization to membrane,May-90,271/18614,0.010148979,0.025959071,0.012712673,2064/1956/208/673/3265,5
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,Mar-90,93/18614,0.010369633,0.026479458,0.012967517,207/4193/8312,3
GO:0051781,positive regulation of cell division,Mar-90,93/18614,0.010369633,0.026479458,0.012967517,3480/2263/387,3
GO:0002313,mature B cell differentiation involved in immune response,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,4853/7494,2
GO:0007435,salivary gland morphogenesis,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,1956/2263,2
GO:0031057,negative regulation of histone modification,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,672/54880,2
GO:0031069,hair follicle morphogenesis,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,2263/4851,2
GO:0033032,regulation of myeloid cell apoptotic process,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,1029/4763,2
GO:0034390,smooth muscle cell apoptotic process,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,6416/1029,2
GO:0034391,regulation of smooth muscle cell apoptotic process,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,6416/1029,2
GO:0071353,cellular response to interleukin-4,Feb-90,32/18614,0.01043612,0.026479458,0.012967517,2625/7494,2
GO:0001764,neuron migration,Apr-90,176/18614,0.010507512,0.026596613,0.01302489,2260/2625/8239/387,4
GO:0010634,positive regulation of epithelial cell migration,Apr-90,176/18614,0.010507512,0.026596613,0.01302489,2260/2625/207/27086,4
GO:0030509,BMP signaling pathway,Apr-90,176/18614,0.010507512,0.026596613,0.01302489,4853/8239/4089/4851,4
GO:0051492,regulation of stress fiber assembly,Mar-90,94/18614,0.010674617,0.026976429,0.013210894,5295/387/673,3
GO:1900407,regulation of cellular response to oxidative stress,Mar-90,94/18614,0.010674617,0.026976429,0.013210894,207/55294/27086,3
GO:0046330,positive regulation of JNK cascade,Mar-90,95/18614,0.010984768,0.027715953,0.013573053,6416/8312/3265,3
GO:0048704,embryonic skeletal system morphogenesis,Mar-90,95/18614,0.010984768,0.027715953,0.013573053,29072/5156/2263,3
GO:0048566,embryonic digestive tract development,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,5156/2263,2
GO:0048710,regulation of astrocyte differentiation,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,4763/4851,2
GO:0048799,animal organ maturation,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,2625/387,2
GO:0090183,regulation of kidney development,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,4609/2625,2
GO:1901185,negative regulation of ERBB signaling pathway,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,1956/868,2
GO:1905207,regulation of cardiocyte differentiation,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,1956/4089,2
GO:1990776,response to angiotensin,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,57492/3480,2
GO:2000191,regulation of fatty acid transport,Feb-90,33/18614,0.011074778,0.027765926,0.013597526,207/208,2
GO:0043502,regulation of muscle adaptation,Mar-90,96/18614,0.0113001,0.028286009,0.013852221,27086/4089/4851,3
GO:0048477,oogenesis,Mar-90,96/18614,0.0113001,0.028286009,0.013852221,675/472/4292,3
GO:0051048,negative regulation of secretion,Apr-90,180/18614,0.011339055,0.028361082,0.013888986,4763/2065/4851/673,4
GO:0008593,regulation of Notch signaling pathway,Mar-90,97/18614,0.011620628,0.028996583,0.014200203,207/55294/4851,3
GO:0034109,homotypic cell-cell adhesion,Mar-90,97/18614,0.011620628,0.028996583,0.014200203,80139/5156/2778,3
GO:0099175,regulation of postsynapse organization,Mar-90,97/18614,0.011620628,0.028996583,0.014200203,5728/207/4763,3
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,Feb-90,34/18614,0.011730275,0.029178137,0.014289114,4292/4849,2
GO:0007431,salivary gland development,Feb-90,34/18614,0.011730275,0.029178137,0.014289114,1956/2263,2
GO:0032212,positive regulation of telomere maintenance via telomerase,Feb-90,34/18614,0.011730275,0.029178137,0.014289114,545/472,2
GO:0045577,regulation of B cell differentiation,Feb-90,34/18614,0.011730275,0.029178137,0.014289114,7494/677,2
GO:0046890,regulation of lipid biosynthetic process,Apr-90,182/18614,0.011770286,0.029254661,0.014326589,207/55294/3480/672,4
GO:0034620,cellular response to unfolded protein,Mar-90,98/18614,0.011946366,0.029668998,0.014529498,595/5295/7494,3
GO:0031503,protein-containing complex localization,Apr-90,183/18614,0.011989805,0.029753524,0.014570892,2064/545/472/3265,4
GO:0046578,regulation of Ras protein signal transduction,Apr-90,184/18614,0.012211942,0.030281022,0.014829218,4763/3845/4853/4851,4
GO:0036473,cell death in response to oxidative stress,Mar-90,99/18614,0.012277329,0.030395515,0.014885288,207/55294/27086,3
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,Mar-90,99/18614,0.012277329,0.030395515,0.014885288,207/4193/7494,3
GO:0006301,postreplication repair,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,672/4436,2
GO:0007095,mitotic G2 DNA damage checkpoint signaling,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,672/472,2
GO:0007143,female meiotic nuclear division,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,472/4292,2
GO:0032205,negative regulation of telomere maintenance,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,472/2072,2
GO:0032228,"regulation of synaptic transmission, GABAergic",Feb-90,35/18614,0.012402437,0.030396057,0.014885553,4763/3845,2
GO:0033146,regulation of intracellular estrogen receptor signaling pathway,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,3169/672,2
GO:0035137,hindlimb morphogenesis,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,6926/4851,2
GO:0060416,response to growth hormone,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,207/5295,2
GO:0062098,regulation of programmed necrotic cell death,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,7157/841,2
GO:0070670,response to interleukin-4,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,2625/7494,2
GO:0071425,hematopoietic stem cell proliferation,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,675/861,2
GO:1905898,positive regulation of response to endoplasmic reticulum stress,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,5295/7494,2
GO:2000352,negative regulation of endothelial cell apoptotic process,Feb-90,35/18614,0.012402437,0.030396057,0.014885553,2625/673,2
GO:0072659,protein localization to plasma membrane,May-90,285/18614,0.012413843,0.030400465,0.014887712,999/207/5295/1956/208,5
GO:0001936,regulation of endothelial cell proliferation,Apr-90,185/18614,0.012436707,0.030409382,0.014892079,2260/207/4763/4893,4
GO:0099173,postsynapse organization,Apr-90,185/18614,0.012436707,0.030409382,0.014892079,5728/207/3480/4763,4
GO:0030101,natural killer cell activation,Mar-90,100/18614,0.012613528,0.030794137,0.015080501,2625/841/639,3
